0,1,2,3,4,5,6,7,8,9,10,11,12
0.9,873,51,675,57,1343,59,1181,396,19.4,25.7,0.5738,3.4
1.3,931,64,739,83,1274,74,1219,474,20.2,24.1,0.563,4.5
1.4,918,138,748,81,1228,76,1219,505,19.6,24.9,0.5625,4.7
1.5,1001,137,811,98,1122,83,1344,625,18.5,27.8,0.5843,6.0
2.7,1169,303,1039,124,883,100,1550,941,17.8,30.3,0.6129,11.7
2.5,1085,204,907,133,976,101,1419,893,16.6,34.0,0.6353,8.2
1.4,940,95,769,100,1103,90,1310,731,15.5,37.0,0.6447,5.1
2.8,1126,347,1083,116,875,93,1654,955,14.8,39.5,0.6595,13.0
2.1,978,252,858,102,1013,79,1379,761,14.5,42.0,0.6896,7.0
1.1,893,66,703,55,1192,57,1283,515,14.1,44.9,0.7206,3.9
0.7,838,45,601,33,1361,43,1220,434,14.2,45.5,0.7333,2.2
0.4,803,36,527,17,1513,25,1152,369,14.1,45.3,0.7247,1.3
0.4,809,21,521,35,1575,44,1158,378,13.9,43.9,0.6923,1.2
0.8,898,60,676,70,1271,72,1307,517,14.0,43.8,0.6959,3.4
1.9,1053,155,880,116,982,91,1464,786,14.4,43.6,0.7113,7.5
2.1,1033,235,934,134,917,89,1490,844,15.0,41.7,0.7093,8.9
1.4,941,89,780,113,1080,84,1343,720,16.3,38.4,0.7052,5.3
1.4,941,76,782,110,1102,83,1328,668,18.3,32.3,0.676,5.4
1.3,917,101,772,98,1098,78,1311,605,18.8,31.7,0.6821,5.2
1.5,977,109,837,96,1038,80,1413,646,19.6,30.9,0.6968,6.6
1.6,994,143,851,95,1018,75,1436,640,20.2,30.7,0.7176,6.9
1.3,942,104,785,86,1065,77,1365,571,19.7,32.5,0.7396,5.4
1.4,981,107,810,86,1060,77,1395,605,20.7,31.6,0.7602,6.0
1.5,984,133,832,91,1034,81,1410,636,20.0,32.7,0.7545,6.4
2.2,1116,171,1003,119,864,101,1625,886,18.6,35.4,0.7535,10.7
3.2,1181,405,1114,147,787,119,1685,1032,18.3,35.9,0.7501,13.9
3.0,1163,334,1068,135,811,111,1616,977,17.8,37.5,0.7568,12.5
2.6,1081,236,950,124,907,109,1496,924,17.3,38.8,0.7584,9.3
1.6,1017,99,842,89,1000,101,1441,846,17.3,38.8,0.7596,6.7
1.5,966,93,778,79,1057,89,1359,755,16.4,40.8,0.7542,5.3
1.2,924,82,709,63,1158,75,1318,610,16.0,41.4,0.7487,4.0
0.8,861,51,601,39,1351,51,1225,439,15.4,43.0,0.7482,2.2
0.7,826,41,560,25,1424,39,1197,402,15.7,42.5,0.7539,1.7
0.5,846,31,557,19,1385,32,1212,406,15.6,43.4,0.7651,1.6
0.7,930,38,670,58,1143,68,1339,746,15.5,47.3,0.8282,3.3
1.4,1120,111,935,112,843,76,1593,1126,14.4,53.1,0.8677,8.9
4.1,1518,584,1389,314,589,122,2101,1703,15.9,48.5,0.8704,23.4
4.6,1461,633,1398,240,630,129,2050,1628,18.1,40.3,0.8294,23.8
1.9,1075,145,896,128,938,94,1487,936,19.6,35.9,0.81,7.9
1.9,1061,155,908,141,968,99,1455,890,22.8,29.1,0.796,8.2
1.7,1066,128,931,118,979,81,1474,757,24.8,25.3,0.7793,8.8
2.4,1179,255,1137,132,829,87,1651,949,27.2,22.0,0.7785,14.6
3.0,1251,411,1238,150,773,107,1779,1109,28.2,20.4,0.7677,18.0
2.0,1120,173,1048,121,898,95,1560,870,25.4,24.2,0.7733,12.0
2.7,1187,277,1142,149,840,110,1651,1011,25.7,23.8,0.7737,14.8
2.2,1145,259,1066,120,903,99,1592,885,27.2,22.1,0.7811,12.5
2.9,1215,274,1164,155,817,113,1689,1015,27.0,22.3,0.786,15.5
3.4,1317,377,1231,172,766,127,1798,1155,24.5,27.8,0.8433,17.7
3.9,1388,457,1341,177,702,131,1955,1315,23.7,30.2,0.8718,21.6
3.6,1295,555,1266,181,716,137,1849,1359,21.5,34.5,0.8746,18.9
2.5,1153,279,1066,135,811,122,1651,1194,19.9,37.8,0.8675,12.5
1.8,1078,137,932,99,905,100,1511,951,18.9,40.6,0.8771,8.8
2.0,1133,203,1012,111,806,108,1608,1054,17.9,43.5,0.884,10.9
1.3,1055,101,899,72,880,83,1504,980,17.4,46.3,0.9112,8.0
1.0,953,86,735,54,999,74,1396,898,18.1,44.7,0.9186,4.4
0.6,892,51,639,41,1139,64,1359,803,16.5,50.1,0.9331,2.8
0.5,856,33,619,29,1191,39,1345,677,16.3,52.8,0.9722,2.5
1.1,1030,95,880,76,892,69,1539,996,13.9,60.7,0.9597,7.5
5.5,1689,754,1560,321,529,104,2396,1736,15.0,58.3,0.9876,30.4
4.2,1486,588,1351,274,571,100,2112,1692,16.1,54.8,0.996,22.0
4.6,1592,658,1423,322,577,146,2155,2108,19.3,46.4,1.0248,24.7
3.4,1469,372,1252,255,692,155,1903,1807,24.2,33.8,1.0097,18.4
2.8,1364,386,1205,196,723,139,1850,1566,26.7,28.7,0.9895,16.8
2.5,1285,333,1123,136,755,121,1741,1293,27.4,28.2,1.0098,14.2
2.4,1311,293,1170,119,748,108,1787,1219,28.1,26.9,1.0094,15.7
3.2,1416,511,1348,169,684,126,1969,1330,27.7,26.5,0.9693,21.9
3.5,1387,559,1318,197,701,145,1890,1299,28.4,23.4,0.8935,20.8
2.9,1329,375,1185,140,768,121,1750,1111,28.4,26.0,0.9922,16.2
3.6,1496,509,1292,178,680,145,1878,1300,27.3,30.0,1.0752,19.8
4.8,1676,790,1525,223,567,160,2226,1653,24.3,37.3,1.1199,28.9
5.4,1724,816,1510,222,562,155,2252,1716,23.1,42.2,1.1746,28.3
5.3,1642,804,1426,265,597,162,2117,1720,21.8,43.6,1.1226,24.9
2.7,1267,332,1088,151,764,129,1740,1339,19.8,46.8,1.0702,13.1
1.4,1146,156,923,79,845,96,1575,1166,19.6,49.8,1.1221,8.6
1.6,1216,143,960,87,788,92,1662,1256,17.9,56.2,1.142,9.5
1.5,1128,117,891,88,838,89,1574,1125,17.4,55.6,1.0963,7.8
1.0,1042,84,772,51,923,61,1495,968,16.8,59.5,1.1269,5.2
0.6,926,60,639,34,1115,54,1409,814,15.9,60.1,1.0806,2.8
0.8,959,64,734,76,1038,57,1470,861,13.3,67.0,1.0203,4.4
1.5,1097,148,956,139,827,68,1620,1047,12.9,66.5,0.9846,9.4
4.9,1674,635,1547,293,539,95,2405,1665,14.8,61.3,1.0237,29.8
7.2,1771,1129,1690,368,461,125,2572,1982,16.1,56.5,1.0274,36.2
3.5,1408,475,1241,250,648,135,1886,1711,18.6,47.8,1.0143,18.0
2.1,1156,220,1009,145,875,118,1583,1204,23.8,30.2,0.8771,10.9
1.5,1042,105,941,110,971,91,1491,871,25.4,25.0,0.7966,9.0
2.0,1167,190,1128,104,829,89,1716,1040,25.6,25.5,0.8234,14.4
3.8,1398,516,1360,205,656,129,2037,1439,24.9,29.9,0.9325,22.3
3.4,1458,346,1321,201,654,122,2023,1516,22.4,37.9,1.016,20.9
4.4,1554,565,1379,266,614,138,2151,1693,21.7,44.0,1.1242,23.1
3.9,1495,483,1331,246,615,136,2069,1635,21.4,44.4,1.1176,21.2
4.9,1560,651,1424,247,579,143,2176,1688,20.8,45.3,1.1016,24.8
5.4,1664,657,1519,271,553,145,2312,1820,20.2,48.6,1.1354,28.6
6.5,1761,830,1610,332,502,146,2488,2006,20.2,50.8,1.1924,32.6
4.3,1524,435,1275,245,608,122,2046,1740,18.6,57.6,1.2233,19.2
2.9,1398,209,1189,180,646,112,1931,1577,18.2,58.8,1.2173,16.3
2.7,1342,202,1106,156,694,102,1856,1443,17.8,61.0,1.2352,13.7
2.8,1433,174,1104,172,681,97,1876,1411,17.0,70.7,1.3554,13.6
2.3,1297,170,1019,137,733,85,1823,1217,16.2,76.9,1.4051,11.1
1.7,1179,116,884,91,830,76,1696,1086,15.7,78.6,1.3943,7.6
1.2,1097,91,809,80,897,74,1628,1050,15.7,78.4,1.3917,5.9
0.8,1005,48,738,68,1005,66,1563,917,15.7,74.7,1.3194,4.5
1.7,1206,111,949,162,818,90,1771,1116,15.9,73.1,1.3136,9.3
3.0,1458,345,1249,213,662,111,2033,1380,16.6,68.2,1.2737,18.3
3.4,1405,332,1295,161,638,103,2065,1378,18.7,57.6,1.2323,19.9
3.3,1381,344,1199,209,685,117,1970,1365,17.6,65.0,1.2945,16.6
2.7,1315,212,1072,191,736,116,1833,1273,16.3,73.2,1.3458,12.6
2.6,1332,166,1082,215,707,109,1889,1242,16.0,78.5,1.4209,12.9
3.2,1362,214,1145,212,673,116,1973,1294,17.3,72.4,1.4125,14.9
3.4,1399,377,1222,202,643,115,2061,1413,19.4,60.9,1.3545,17.4
2.6,1310,210,1160,153,695,94,1939,1224,21.4,50.9,1.2823,15.4
3.4,1399,265,1201,185,699,121,1971,1318,22.7,45.8,1.2465,16.7
4.0,1524,365,1239,210,644,114,2139,1404,20.9,60.8,1.4852,18.0
4.5,1487,454,1274,215,641,110,2133,1471,21.0,54.3,1.3353,19.2
4.2,1480,460,1324,215,622,122,2162,1623,20.8,54.4,1.3194,21.0
5.7,1626,642,1476,281,555,135,2356,1786,19.8,58.6,1.3392,26.9
4.4,1449,501,1282,254,625,133,2100,1569,19.1,61.1,1.3345,19.5
3.1,1363,234,1152,189,684,110,1951,1495,18.2,65.4,1.3529,15.1
3.0,1371,212,1136,174,689,102,1927,1471,18.1,66.1,1.3579,14.6
3.1,1406,275,1107,167,718,108,1872,1384,17.7,66.9,1.3422,13.7
3.5,1425,275,1155,185,709,110,1936,1789,17.8,66.8,1.346,15.2
